customer_id,birth_year,marital_status,num_children,highest_education,occupation_category,tax_bracket,health_score,annual_salary,has_loan,has_insurance
431,1992,Single,1,Bachelor,Professional,24,92,103117.58,False,True
432,1990,Single,0,High School,White Collar,24,86,58307.9,False,False
433,2001,Single,0,High School,Professional,22,73,98800.01,False,False
434,1979,Single,0,High School,White Collar,22,75,67416.46,False,False
435,2002,Married,1,High School,Blue Collar,22,86,47985.08,False,True
436,1938,Married,1,High School,Retired,0,69,173.66,False,True
437,2000,Married,1,High School,White Collar,24,98,69810.7,False,False
438,1958,Married,2,Master,Retired,10,69,4480.38,False,True
439,1985,Married,1,Associate,Professional,32,88,140672.08,False,True
440,1953,Widowed,4,High School,Retired,12,57,237.92,False,True
441,1953,Married,3,Master,Retired,10,58,4506.95,False,True
442,1962,Widowed,3,Associate,Self-Employed,22,89,43656.63,False,True
443,1998,Single,0,High School,White Collar,22,75,53533.84,True,False
444,1978,Married,2,High School,White Collar,12,63,55266.48,True,True
445,1944,Widowed,2,Associate,Retired,0,68,1334.23,False,True
446,1997,Single,0,Associate,Blue Collar,12,92,37755.15,True,True
447,1991,Divorced,2,Bachelor,Executive,32,70,156226.09,False,True
448,1996,Single,0,Bachelor,White Collar,22,78,72996.7,True,False
449,2000,Single,1,Bachelor,Executive,37,61,215004.51,False,True
450,1991,Single,0,Master,White Collar,12,73,77449.02,False,True
451,1987,Married,0,Bachelor,Blue Collar,10,87,46284.27,True,True
452,1966,Married,1,Associate,Blue Collar,12,65,35660.69,True,False
453,1980,Divorced,2,High School,White Collar,12,63,63452.35,True,True
454,1992,Single,0,Associate,White Collar,22,70,69456.53,True,True
455,1977,Married,0,Associate,Self-Employed,12,69,41384.16,True,False
456,1988,Married,1,Bachelor,Professional,32,85,153055.94,True,True
457,1981,Married,0,Associate,Blue Collar,12,79,45836.91,False,True
458,1991,Single,0,Bachelor,Professional,24,83,126151.6,False,False
459,1999,Single,0,High School,White Collar,12,80,62787.27,False,False
460,1945,Widowed,2,Associate,Retired,10,62,3082.34,False,True
461,1979,Married,3,Associate,Professional,24,68,121778.07,False,True
462,1990,Divorced,4,Master,Executive,35,82,268667.84,False,True
463,1979,Single,1,Associate,Self-Employed,12,91,51168.03,False,True
464,1978,Divorced,0,Bachelor,Professional,22,66,89606.69,False,False
465,1992,Single,1,Bachelor,White Collar,12,68,53661.49,False,True
466,1972,Divorced,1,Associate,White Collar,12,63,82465.03,True,True
467,1996,Married,0,Bachelor,White Collar,12,87,59709.56,False,True
468,2005,Single,0,Master,Student,0,80,12255.87,False,False
469,1978,Married,3,Bachelor,White Collar,24,81,54089.61,True,True
470,1995,Single,1,Master,Blue Collar,12,73,49197.54,True,False
471,1979,Divorced,2,Associate,Blue Collar,12,81,55065.72,True,True
472,1973,Married,2,Master,Self-Employed,22,71,110766.26,True,False
473,1981,Married,2,Master,Self-Employed,12,60,61151.63,True,True
474,1972,Widowed,2,Bachelor,Blue Collar,24,83,55669.36,False,True
475,2000,Single,1,Bachelor,Self-Employed,12,79,126904.69,False,False
476,1967,Widowed,5,Bachelor,Professional,32,70,131905.16,True,True
477,1990,Divorced,2,Bachelor,Blue Collar,12,80,48430.62,False,True
478,1988,Divorced,1,Bachelor,Executive,32,63,228063.32,False,True
479,1991,Married,3,Associate,Self-Employed,24,82,102435.93,True,True
480,1988,Married,2,Bachelor,Professional,32,71,143173.94,False,False
481,1983,Single,0,Associate,Professional,32,75,121912.29,False,False
482,1999,Married,0,Bachelor,White Collar,22,91,67384.93,True,False
483,1970,Divorced,2,Associate,Professional,22,80,86910.06,True,True
484,1975,Married,0,Associate,Professional,24,73,101005.56,False,True
485,1936,Widowed,1,High School,Retired,0,66,359.52,False,True
486,2003,Single,0,High School,Professional,24,54,120996.9,False,True
487,1970,Married,3,Associate,White Collar,22,65,83676.29,False,True
488,1959,Divorced,1,High School,Retired,0,73,407.85,False,True
489,1936,Married,1,High School,Retired,10,59,1870.83,False,True
490,1984,Divorced,0,Associate,Professional,35,63,124955.6,False,True
491,1964,Divorced,0,High School,Executive,24,77,105306.37,True,False
492,1999,Single,0,High School,Executive,32,92,177144.29,True,False
493,1961,Married,5,High School,Blue Collar,12,64,42040.13,True,True
494,1964,Married,4,Bachelor,White Collar,12,81,48365.98,True,True
495,1976,Married,3,Bachelor,Blue Collar,10,82,50393.15,False,True
496,1987,Married,2,Master,Professional,35,67,135016.63,False,True
497,1992,Single,0,High School,Blue Collar,10,71,46900.83,False,False
498,2006,Single,0,High School,Student,0,99,9681.1,False,False
499,1984,Married,1,High School,Self-Employed,22,65,49308.41,True,True
500,1998,Single,0,Associate,Professional,22,73,74742.96,True,False
501,1970,Married,3,High School,White Collar,24,93,59213.97,True,True
502,2000,Single,0,High School,Professional,32,74,83078.67,False,True
503,1937,Widowed,2,Associate,Retired,0,80,2906.01,False,True
504,1959,Divorced,2,High School,Retired,0,61,2334.01,False,True
505,1997,Single,0,Associate,Blue Collar,22,80,53035.8,False,False
506,1993,Single,0,Bachelor,Blue Collar,12,89,54617.54,True,True
507,1981,Divorced,4,Master,Blue Collar,12,71,45303.26,True,True
508,1996,Single,0,High School,Professional,24,80,90738.75,False,False
509,1998,Married,2,High School,Executive,35,87,130682.41,True,False
510,1991,Single,0,Bachelor,White Collar,12,69,77280.37,True,True
511,1997,Married,0,High School,Professional,24,100,104734.32,True,False
512,1989,Divorced,1,High School,Blue Collar,12,88,37080.02,False,True
513,2005,Single,0,Associate,Student,0,77,13571.17,False,False
514,1968,Divorced,1,High School,White Collar,22,71,50964.2,True,True
515,1977,Married,2,High School,Professional,32,94,103462.32,False,False
516,1970,Divorced,3,Associate,Executive,35,70,185508.8,True,True
517,1981,Married,0,Master,Self-Employed,24,71,69563.52,True,True
518,2006,Single,0,High School,Student,0,92,13533.08,False,False
519,1996,Divorced,1,Associate,Professional,32,65,125489.21,True,True
520,2003,Married,0,Master,Professional,32,79,127640.76,False,False
521,1971,Married,3,High School,Blue Collar,10,75,46663.63,True,True
522,1990,Divorced,0,Bachelor,White Collar,24,70,47933.55,False,False
523,1974,Married,2,High School,Self-Employed,32,59,71535.49,False,True
524,1999,Single,0,Master,Professional,32,80,134412.73,True,False
525,1978,Divorced,0,High School,White Collar,12,82,55752.71,False,False
526,1969,Married,3,High School,Blue Collar,12,67,47281.34,True,False
527,2001,Single,0,Master,White Collar,22,68,73066.43,False,True
528,1999,Married,1,Bachelor,Professional,24,92,106481.94,True,False
529,1975,Married,2,High School,White Collar,12,80,56613.99,False,True
530,1969,Married,2,Bachelor,Executive,35,70,234422.82,True,True
531,2002,Single,0,Bachelor,White Collar,22,89,46895.56,True,False
532,2007,Single,0,Associate,Student,0,83,14560.42,False,False
533,2001,Single,0,High School,Executive,32,98,127456.51,False,False
534,2003,Single,0,High School,Blue Collar,12,87,31582.2,False,False
535,2000,Married,2,Master,White Collar,22,66,86890.12,False,False
536,1952,Widowed,4,High School,Retired,0,63,1591.45,False,True
537,1970,Married,3,High School,White Collar,12,67,58377.01,True,False
538,1959,Divorced,3,High School,Retired,0,74,1584.22,False,True
539,2006,Single,0,High School,Student,0,78,8651.32,False,False
540,1990,Married,1,Bachelor,White Collar,24,66,70776.54,True,False
541,1951,Married,3,High School,Retired,0,76,2928.55,False,True
542,1988,Single,0,High School,Self-Employed,24,87,51144.37,False,False
543,1992,Single,0,High School,Executive,32,77,217773.05,True,True
544,1992,Married,3,High School,White Collar,12,80,43992.1,False,False
545,1972,Divorced,1,High School,White Collar,12,64,70992.76,True,True
546,1999,Married,1,High School,White Collar,12,74,68053.44,False,False
547,1963,Divorced,0,Bachelor,Professional,24,67,125148.03,False,False
548,1971,Divorced,0,High School,Blue Collar,22,79,49964.43,False,False
549,1992,Divorced,2,Associate,White Collar,12,80,77468.81,False,True
550,1996,Single,0,Associate,Blue Collar,12,75,56550.99,True,False
551,1980,Divorced,4,Bachelor,Executive,24,72,252739.74,True,False
552,1994,Married,1,Bachelor,White Collar,22,59,79041.9,False,True
553,1998,Married,1,Master,Executive,35,95,174595.69,False,True
554,1990,Divorced,1,High School,Self-Employed,12,57,99181.31,False,True
555,1995,Single,0,High School,White Collar,12,83,65308.26,True,True
556,1982,Married,1,High School,Blue Collar,12,76,53962.21,False,False
557,1979,Married,2,High School,White Collar,22,73,68801.36,False,False
558,1950,Widowed,1,Master,Retired,0,69,1323.84,True,True
559,1965,Divorced,1,Associate,Professional,32,66,72728.82,False,True
560,1993,Married,2,Bachelor,White Collar,12,85,56379.74,True,False
561,1974,Widowed,4,Doctorate,Blue Collar,22,61,53252.93,False,True
562,2003,Single,0,Bachelor,Blue Collar,22,83,50179.49,False,False
563,1966,Divorced,4,High School,Professional,24,66,85056.45,False,True
564,1949,Widowed,1,Bachelor,Retired,0,65,1088.44,False,True
565,1971,Married,5,Associate,Professional,24,70,95687.06,True,True
566,1964,Married,4,High School,Blue Collar,22,71,42327.14,False,True
567,1937,Widowed,0,Associate,Retired,0,72,1630.69,False,False
568,1989,Married,1,Master,Executive,35,77,156227.4,True,True
569,1992,Married,1,Bachelor,White Collar,22,87,67981.55,False,True
570,1994,Married,5,Associate,Blue Collar,22,89,29568.65,True,True
571,1969,Married,2,Bachelor,White Collar,32,76,73642.98,True,False
572,1952,Widowed,1,High School,Retired,0,77,3578.82,False,True
573,2000,Single,0,Bachelor,Professional,24,100,89811.42,True,False
574,2002,Married,1,High School,Professional,24,66,129121.99,False,False
575,2006,Married,1,High School,Student,0,91,12753.17,False,True
576,1973,Married,1,Associate,White Collar,12,90,46139.22,True,True
577,1986,Married,2,Master,White Collar,22,81,58938.93,False,True
578,1961,Married,1,Master,Professional,32,91,87632.01,False,True
579,2005,Single,0,High School,Student,12,98,9440.13,False,False
580,1980,Married,4,High School,White Collar,24,72,53382.02,False,True
581,1970,Married,0,High School,White Collar,22,71,76306.93,False,True
582,1999,Single,0,Bachelor,White Collar,12,85,53862.19,True,False
583,1960,Married,2,Associate,White Collar,12,65,68783.25,True,True
584,1998,Single,0,Associate,Blue Collar,12,100,44982.81,True,False
585,1987,Married,2,High School,White Collar,22,85,60681.45,True,True
586,1996,Married,2,High School,Blue Collar,22,79,46192.08,False,True
587,1970,Married,1,Master,Professional,24,59,151676.85,False,True
588,1996,Single,0,Associate,White Collar,12,81,82220.71,True,False
589,1960,Divorced,0,High School,Professional,22,60,59660.03,True,True
590,2004,Single,0,High School,Student,0,88,10786.92,False,True
591,1983,Divorced,5,High School,Blue Collar,10,51,32833.83,True,True
592,1994,Divorced,4,High School,White Collar,12,92,46070.0,False,True
593,1980,Married,1,High School,Blue Collar,10,71,31969.69,False,False
594,1949,Married,1,Bachelor,Retired,0,52,3318.21,False,True
595,2006,Single,0,High School,Student,0,81,8357.99,False,False
596,2003,Single,0,High School,Blue Collar,24,80,50591.57,False,False
597,1958,Married,3,Associate,Retired,10,70,3358.33,False,True
598,2000,Single,0,High School,Professional,22,93,98648.93,False,True
599,1968,Married,3,High School,Blue Collar,22,77,39487.41,True,False
600,2006,Married,1,Bachelor,Student,0,89,14023.39,False,True
601,1967,Divorced,3,High School,Blue Collar,22,70,28290.82,False,True
602,1978,Married,4,Bachelor,White Collar,22,79,61033.89,True,True
603,1986,Married,1,High School,White Collar,12,64,47205.44,True,True
604,1967,Married,2,High School,Self-Employed,12,75,50366.16,True,True
605,1991,Single,1,High School,Self-Employed,32,70,81800.16,False,True
606,1974,Divorced,4,Bachelor,White Collar,32,87,54820.86,True,False
607,1952,Widowed,0,High School,Retired,0,71,1594.53,False,True
608,2005,Single,1,Bachelor,Student,0,87,14323.33,False,False
609,1998,Married,1,High School,Blue Collar,12,82,44758.15,True,False
610,1970,Divorced,1,Associate,White Collar,24,92,55860.96,False,True
611,1993,Married,1,High School,White Collar,22,62,41984.11,True,True
612,1982,Married,1,High School,White Collar,12,75,41066.65,True,True
613,1987,Single,0,Bachelor,Blue Collar,10,67,45280.12,True,True
614,2002,Single,0,High School,Blue Collar,12,59,39381.34,False,True
615,1978,Married,1,Associate,Blue Collar,10,65,51979.24,False,True
616,2001,Single,0,Associate,White Collar,24,91,45445.05,False,True
617,1975,Married,3,Bachelor,Professional,35,74,142444.49,True,True
618,1958,Married,1,Bachelor,Retired,0,69,993.59,False,True
619,1997,Single,1,High School,Executive,37,87,165595.06,True,False
620,1965,Married,2,High School,Blue Collar,12,74,43535.36,True,False
621,2005,Single,0,High School,Student,0,87,13863.58,False,False
622,2001,Single,1,High School,Professional,22,83,106043.33,False,True
623,1999,Single,0,High School,Blue Collar,12,85,30204.97,True,False
624,1960,Married,3,High School,Blue Collar,24,67,37351.46,True,False
625,2006,Single,2,High School,Student,10,91,13332.21,False,False
626,1972,Widowed,4,Bachelor,Professional,24,62,97198.01,False,True
627,1971,Married,1,High School,Blue Collar,10,73,32942.67,True,True
628,1981,Married,0,High School,Self-Employed,22,87,77248.57,False,False
629,1982,Married,1,High School,Self-Employed,22,74,98691.0,False,True
630,1998,Single,0,High School,Blue Collar,12,75,41632.0,False,False
631,1957,Divorced,2,Bachelor,Retired,10,94,1119.5,False,True
632,2004,Single,1,High School,Student,0,94,14082.41,False,True
633,1974,Married,1,High School,Blue Collar,10,76,51544.18,False,False
634,2006,Single,0,Bachelor,Student,0,71,13869.15,False,False
635,1970,Married,3,High School,Blue Collar,10,53,30005.82,False,True
636,1982,Divorced,1,High School,Self-Employed,12,83,54730.61,True,True
637,1981,Married,3,Bachelor,Blue Collar,10,88,49174.33,False,True
638,1990,Married,2,Bachelor,Professional,32,81,137160.35,True,True
639,2005,Single,0,Master,Student,0,63,13583.79,False,False
640,2007,Single,0,Bachelor,Student,10,83,11141.14,False,False
641,1978,Married,2,Bachelor,White Collar,32,70,82918.96,False,True
642,1980,Divorced,1,High School,Professional,22,77,96693.24,True,True
643,1990,Divorced,1,Associate,Blue Collar,12,97,55375.41,False,True
644,1954,Widowed,1,High School,Retired,0,78,2262.45,False,True
645,1992,Married,2,Bachelor,Executive,24,84,219841.89,True,False
646,1957,Divorced,3,Master,Retired,0,70,637.28,False,False
647,1965,Married,1,High School,Professional,22,77,75421.29,True,True
648,1942,Widowed,3,Bachelor,Retired,10,61,4556.65,False,True
649,1995,Married,2,Bachelor,Blue Collar,12,84,52144.43,False,False
650,1992,Married,3,High School,Blue Collar,12,76,40881.01,False,True
651,1988,Married,1,Master,Professional,24,69,127799.88,False,True
652,1998,Single,0,Associate,White Collar,24,87,45687.4,True,True
653,1991,Single,0,Associate,Executive,35,55,232924.55,False,True
654,2000,Married,2,Associate,White Collar,24,74,44997.37,True,True
655,1992,Married,1,High School,Self-Employed,24,84,67894.35,True,True
656,1970,Married,1,High School,Blue Collar,10,86,39087.61,True,True
657,1969,Widowed,2,Associate,Executive,35,78,208321.1,False,True
658,1973,Divorced,2,Master,Self-Employed,22,67,84384.36,True,True
659,1976,Married,2,Bachelor,Professional,22,74,150974.9,True,False
660,1944,Widowed,2,Bachelor,Retired,10,71,3730.2,True,True
661,1980,Married,3,Master,Self-Employed,32,91,139851.21,False,True
662,1989,Married,1,High School,White Collar,32,87,60749.39,False,True
663,1993,Single,0,Bachelor,Professional,22,87,100272.09,False,True
664,1964,Divorced,0,Bachelor,Blue Collar,10,73,50953.18,False,True
665,1961,Widowed,1,High School,White Collar,12,61,36761.61,False,True
666,1995,Single,0,Associate,Professional,32,64,141640.35,False,False
667,2006,Married,2,Bachelor,Student,10,78,9537.52,False,False
